mid,player_0,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9
2901,13,73,78,86,92,49,72,53,79,25
2902,1,13,53,3,86,79,89,49,55,52
2903,85,52,83,80,3,19,91,55,93,53
2904,1,62,51,66,20,97,90,44,86,53
2905,58,64,55,10,69,54,90,93,53,88
2906,97,90,32,91,62,87,72,55,39,88
2907,1,83,53,80,3,72,64,49,54,17
2908,90,23,17,54,3,64,66,55,89,8
2909,33,92,72,51,4,83,76,31,20,17
2910,88,10,90,49,55,58,27,72,53,51
2911,81,51,39,68,91,87,72,65,46,20
2912,20,92,55,89,28,52,64,80,54,17
2913,13,40,79,54,53,31,72,65,3,46
2914,88,91,38,81,72,52,79,55,76,49
2915,39,72,5,65,83,54,86,51,80,20
2916,67,3,22,53,92,39,72,20,55,83
2917,3,74,67,51,92,25,79,54,13,80
2918,81,51,13,91,33,26,66,89,49,65
2919,51,89,64,52,63,92,79,48,46,80
2920,3,83,48,37,51,80,92,86,54,38
2921,86,60,13,3,54,58,80,48,88,49
2922,16,12,37,53,90,20,89,83,62,11
2923,91,89,21,83,32,57,39,49,8,5
2924,54,72,55,92,88,58,73,39,79,65
2925,83,48,53,79,23,8,39,54,3,92
2926,83,72,65,79,13,17,86,78,80,92
2927,33,3,72,47,49,87,54,63,38,20
2928,8,80,79,9,25,78,92,64,55,23
2929,88,51,39,91,44,54,83,13,65,5
2930,55,26,92,80,21,17,23,79,15,25
2931,12,86,93,55,64,88,49,83,53,72
2932,51,92,54,87,80,23,3,49,90,53
2933,9,79,20,46,65,101,88,72,39,62
2934,3,45,55,66,72,74,86,54,76,51
2935,86,80,8,51,66,42,39,15,92,71
2936,31,89,39,65,16,86,93,90,55,23
2937,13,53,42,68,79,72,33,3,39,92
2938,33,82,49,65,92,80,93,20,54,51
2939,75,88,53,79,72,31,54,60,65,16
2940,65,80,8,84,25,87,72,88,13,63
2941,17,40,54,83,55,85,37,80,89,3
2942,8,80,79,63,52,73,55,64,76,88
2943,33,89,10,65,3,12,79,51,54,64
2944,97,79,90,44,55,38,48,66,80,20
2945,33,3,72,55,47,51,5,1,83,80
2946,83,64,65,48,23,37,10,88,51,79
2947,39,90,54,86,53,33,3,72,51,76
2948,13,72,87,53,79,83,64,10,38,89
2949,92,66,67,55,78,39,90,73,91,97
2950,16,49,10,55,64,70,20,38,53,84
2951,12,88,13,92,3,52,97,72,8,79
2952,16,49,1,53,90,54,46,3,88,92
2953,38,92,54,87,80,97,79,51,53,72
2954,54,92,2,38,79,72,89,55,39,86
2955,23,86,34,80,51,88,66,35,21,53
2956,51,92,54,64,80,19,3,52,63,53
2957,90,87,72,55,49,1,66,62,51,20
2958,89,54,86,65,71,91,81,31,39,25
2959,88,62,97,58,44,54,92,53,23,16
2960,88,92,55,23,72,8,80,79,25,13
2961,30,89,55,46,75,49,54,16,51,87
2962,89,64,79,55,97,22,3,9,65,53
2963,17,20,72,86,53,3,49,35,55,83
2964,83,47,51,72,3,88,62,58,97,10
2965,3,66,72,97,49,8,92,79,80,23
2966,66,53,43,18,8,27,40,54,25,80
2967,70,73,52,79,61,16,88,72,80,92
2968,92,25,54,51,17,34,79,80,66,38
2969,90,82,73,55,13,88,92,54,87,80
2970,52,73,53,79,49,3,92,55,23,67
2971,79,25,65,49,69,58,72,55,99,20
2972,34,79,66,53,49,20,28,55,90,42
2973,90,13,80,1,3,46,40,54,88,55
2974,72,55,83,93,79,49,88,90,53,69
2975,72,89,20,55,46,88,54,68,86,62
2976,78,79,25,53,54,58,80,55,3,39
2977,9,88,80,79,72,58,65,55,48,20
2978,5,67,13,25,65,87,89,53,46,20
2979,83,47,31,79,72,76,86,66,49,53
2980,97,66,14,87,53,86,92,55,23,15
2981,23,79,92,72,69,33,3,44,55,97
2982,89,1,5,55,83,3,34,17,92,54
2983,62,84,71,100,98,33,51,19,49,91
2984,8,80,79,10,25,7,9,22,55,86
2985,58,47,55,99,3,11,5,72,21,85
2986,90,55,13,88,67,38,72,86,53,20
2987,39,1,66,55,64,72,22,51,79,41
2988,72,23,5,21,83,34,92,53,54,52
2989,46,80,79,9,25,3,66,49,97,13
2990,33,87,54,55,72,9,79,25,53,1
2991,79,101,7,97,54,92,89,17,53,86
2992,93,79,90,80,23,92,58,73,65,51
2993,88,72,14,92,9,1,3,39,55,64
2994,90,86,54,39,23,64,93,66,72,55
2995,72,55,67,68,79,66,36,39,88,51
2996,49,66,73,83,65,20,89,17,54,79
2997,79,88,65,49,98,20,87,72,80,13
2998,93,84,63,21,79,90,53,13,86,54
2999,33,89,18,53,79,39,90,12,86,51
3000,89,72,55,39,86,1,3,13,53,92
3001,27,91,81,72,38,58,89,8,55,52
3002,55,72,89,64,50,90,86,54,29,17
3003,52,13,34,54,79,101,89,11,9,83
3004,5,67,13,53,21,75,64,49,54,17
3005,49,53,51,72,20,88,35,68,86,55
3006,86,49,10,33,90,87,39,53,3,54
3007,90,13,81,33,91,46,48,66,80,20
3008,39,53,88,72,86,3,80,55,64,46
3009,51,3,72,79,46,47,86,80,88,89
3010,33,72,86,25,80,73,39,53,92,79
3011,44,13,51,66,91,63,53,64,39,79
3012,16,79,65,21,80,86,67,23,92,51
3013,34,68,86,88,54,92,16,50,46,72
3014,52,55,38,86,72,83,20,76,97,11
3015,79,73,64,101,55,51,34,53,92,39
3016,17,86,88,72,21,64,8,55,73,79
3017,52,53,39,88,63,86,92,51,23,89
3018,12,90,55,37,3,71,101,88,33,31
3019,58,39,65,86,72,92,68,93,54,76
3020,64,55,49,73,79,88,72,13,86,62
3021,79,101,63,25,65,90,17,86,54,80
3022,64,79,54,72,55,65,92,81,21,53
3023,71,33,88,15,31,54,3,23,51,92
3024,72,78,8,92,79,3,84,80,43,73
3025,73,53,90,72,3,48,46,88,51,92
3026,20,33,80,45,72,86,49,66,65,36
3027,63,66,3,21,73,54,13,55,17,79
3028,8,73,25,51,79,46,16,92,55,63
3029,39,66,16,54,11,73,13,86,55,83
3030,33,97,83,3,72,93,79,90,80,23
3031,11,83,72,51,5,12,86,53,93,92
3032,68,2,14,53,22,13,79,90,54,72
3033,23,31,91,64,81,79,51,53,101,42
3034,86,91,49,53,8,1,51,79,23,25
3035,80,53,23,79,66,86,88,89,93,72
3036,86,17,72,64,63,54,39,21,51,92
3037,9,76,54,25,86,64,39,92,44,51
3038,65,5,48,85,49,92,16,23,21,72
3039,51,58,79,17,73,40,83,36,65,49
3040,88,54,13,55,5,39,72,92,34,86
3041,25,88,65,54,72,51,92,67,49,86
3042,88,13,55,67,79,49,72,86,53,83
3043,65,63,49,7,75,92,16,53,39,52
3044,91,8,69,49,86,21,39,79,53,73
3045,5,67,13,55,21,88,39,65,79,9
3046,51,53,66,72,86,67,23,16,55,64
3047,71,72,79,9,52,31,54,46,53,21
3048,64,11,55,54,79,39,72,92,33,31
3049,67,33,92,51,5,86,89,55,46,25
3050,52,64,53,10,89,73,62,49,72,79
3051,83,64,55,12,39,89,57,92,49,86
3052,87,1,65,39,86,73,55,12,78,79
3053,23,39,51,25,79,88,62,44,55,58
3054,86,65,55,10,39,33,48,53,38,20
3055,3,47,88,49,73,76,26,64,54,21
3056,74,29,90,54,63,83,50,23,36,55
3057,92,5,72,17,54,79,8,64,55,39
3058,39,67,79,52,83,57,63,17,41,5
3059,5,88,18,3,15,13,73,92,86,21
3060,27,89,39,50,55,65,54,101,21,20
3061,87,88,55,8,92,52,91,81,51,49
3062,49,17,79,51,16,73,20,92,72,55
3063,25,54,46,83,71,3,8,88,13,92
3064,5,92,51,49,54,66,72,13,86,65
3065,25,76,90,49,80,16,41,37,53,3
3066,25,79,51,13,63,92,80,8,65,87
3067,88,89,39,86,63,52,93,83,98,21
3068,49,72,21,92,7,91,20,53,39,81
3069,64,92,21,13,67,68,74,16,72,51
3070,86,41,66,55,39,51,81,72,91,90
3071,85,49,45,53,90,66,67,68,88,62
3072,67,53,39,68,92,73,86,72,33,51
3073,65,92,73,86,53,90,62,88,39,72
3074,58,76,65,3,8,64,85,54,72,88
3075,50,65,89,93,64,25,79,54,72,13
3076,86,55,92,1,13,72,39,64,7,52
3077,97,66,44,91,55,50,76,45,89,72
3078,65,79,10,88,54,73,52,53,86,38
3079,65,92,48,52,80,3,85,73,55,39
3080,83,76,31,3,72,68,53,93,84,48
3081,11,21,88,92,49,97,65,64,79,44
3082,58,16,49,54,65,10,52,21,13,7
3083,91,49,8,33,90,25,89,53,46,88
3084,72,93,92,8,5,83,47,55,21,48
3085,90,13,81,53,91,89,72,5,33,83
3086,86,73,55,3,39,16,41,46,21,90
3087,72,23,58,53,79,83,39,80,31,63
3088,79,80,77,53,66,86,81,62,52,39
3089,97,66,48,31,53,90,13,92,88,1
3090,58,64,55,10,69,88,72,13,92,62
3091,25,38,3,65,1,49,90,54,87,53
3092,33,72,11,86,51,83,64,48,55,39
3093,58,64,55,89,63,77,72,68,86,51
3094,17,90,72,86,80,25,38,53,92,67
3095,23,75,8,30,73,72,55,79,49,64
3096,86,80,46,61,90,66,76,13,3,54
3097,72,79,51,23,68,46,64,86,81,49
3098,51,90,46,88,72,86,53,66,1,39
3099,83,47,9,79,65,20,63,37,72,3
3100,86,58,63,55,39,53,72,7,90,88
3101,58,81,39,54,31,16,79,13,41,55
3102,58,64,65,89,63,13,90,12,86,54
3103,66,20,39,72,65,92,13,80,8,88
3104,51,66,54,21,53,52,86,80,8,46
3105,55,73,66,63,86,39,16,51,79,72
3106,49,63,21,84,92,55,23,66,72,16
3107,65,90,1,79,53,72,13,55,31,54
3108,83,65,31,3,63,46,90,72,87,54
3109,85,37,65,79,72,13,66,73,91,53
3110,23,27,99,8,50,76,81,51,91,55
3111,88,35,65,3,98,90,85,55,16,75
3112,91,17,54,90,63,67,49,51,79,64
3113,72,93,20,51,85,5,88,53,67,34
3114,72,46,88,55,25,66,27,39,53,54
3115,52,16,21,65,72,48,86,39,20,51
3116,68,81,49,55,79,90,73,16,51,76
3117,79,76,52,55,8,13,51,73,7,92
3118,89,13,55,26,72,73,79,63,51,45
3119,8,86,72,92,17,63,39,88,55,79
3120,13,64,73,87,54,65,3,12,49,90
3121,12,88,62,90,97,93,80,61,86,65
3122,11,13,88,79,53,72,25,55,3,49
3123,64,79,41,37,55,88,17,53,75,54
3124,72,39,53,52,55,1,88,80,90,97
3125,36,79,53,66,49,69,25,80,3,72
3126,90,39,81,61,91,54,65,7,21,64
3127,23,13,88,79,65,7,39,63,90,72
3128,81,13,5,91,63,85,65,55,89,72
3129,72,90,89,53,27,92,79,54,37,73
3130,21,79,46,53,48,33,13,25,51,72
3131,39,7,92,21,1,83,72,49,51,58
3132,90,10,46,65,86,73,7,92,21,76
3133,93,66,16,55,72,79,10,23,51,86
3134,1,25,79,55,13,21,80,88,74,90
3135,58,53,72,64,55,86,79,51,13,11
3136,89,47,39,25,101,64,79,54,80,76
3137,64,12,51,55,90,25,89,45,69,53
3138,34,80,64,79,74,73,92,55,16,17
3139,9,54,79,25,39,88,55,72,3,1
3140,87,79,65,101,63,58,55,72,99,20
3141,86,7,21,80,47,63,65,46,79,51
3142,86,80,39,53,52,73,55,17,64,79
3143,40,72,92,53,88,63,23,31,80,33
3144,66,67,13,40,55,88,89,68,53,87
3145,1,49,55,64,3,86,54,34,25,56
3146,83,41,39,55,40,58,1,13,86,31
3147,30,31,72,51,13,86,66,49,65,76
3148,52,80,9,88,79,66,67,13,25,63
3149,64,79,54,80,39,3,21,90,12,53
3150,66,49,11,86,55,87,80,88,13,1
3151,69,67,92,55,86,83,63,13,88,62
3152,66,54,51,68,55,89,72,5,21,83
3153,18,1,65,9,86,75,64,11,55,89
3154,31,72,92,8,5,83,39,11,86,33
3155,18,74,51,5,83,97,31,86,72,90
3156,20,73,53,66,44,80,52,79,49,55
3157,38,67,55,86,92,25,88,39,21,1
3158,52,79,16,46,34,88,1,55,64,86
3159,88,38,76,92,8,46,79,1,55,64
3160,93,97,72,90,86,83,46,63,88,15
3161,12,33,88,86,13,73,65,23,90,79
3162,10,55,49,88,3,72,53,66,79,74
3163,66,67,13,30,55,86,7,21,80,72
3164,64,83,54,39,63,88,72,14,86,31
3165,9,76,54,79,92,31,41,49,51,3
3166,72,16,39,55,64,86,44,66,53,76
3167,22,80,13,54,90,10,53,89,92,86
3168,86,65,51,66,67,3,92,72,55,22
3169,73,92,17,54,7,55,25,49,79,63
3170,88,58,101,54,1,66,86,76,85,55
3171,66,20,11,65,21,13,79,92,51,73
3172,54,16,86,55,72,88,79,15,97,53
3173,55,64,86,10,69,18,1,38,45,87
3174,64,83,55,1,23,49,90,88,67,63
3175,13,21,10,83,53,87,64,33,47,72
3176,17,54,31,53,83,33,72,3,55,76
3177,86,52,8,80,55,45,64,83,9,21
3178,25,8,79,53,80,33,54,17,92,3
3179,64,53,63,3,23,73,78,92,55,79
3180,15,33,83,73,86,75,72,65,51,56
3181,8,52,13,51,79,69,88,12,90,62
3182,72,86,26,62,13,76,75,8,55,92
3183,34,9,79,67,88,72,73,3,51,92
3184,73,92,55,54,60,63,88,13,77,53
3185,97,12,75,26,53,7,55,34,37,72
3186,15,97,83,73,87,72,26,65,86,55
3187,97,52,12,51,3,23,83,75,25,54
3188,54,20,91,53,48,38,93,72,79,64
3189,49,92,21,84,63,65,7,40,42,70
3190,72,68,89,46,7,21,73,49,90,86
3191,12,92,3,65,39,13,90,54,86,80
3192,8,79,101,51,63,20,17,25,55,49
3193,21,49,79,66,72,77,63,55,51,64
3194,83,76,31,21,72,90,54,55,92,1
3195,15,83,53,73,86,89,54,64,55,79
3196,13,11,33,5,53,83,76,39,51,3
3197,54,16,91,53,15,86,25,55,73,49
3198,86,92,41,61,13,46,20,91,53,49
3199,86,12,38,53,90,64,83,48,80,23
3200,23,90,54,86,53,3,76,65,89,21
3201,91,9,49,33,3,64,89,37,52,65
3202,58,80,39,52,72,68,54,76,62,83
3203,39,66,73,83,55,86,72,53,52,21
3204,86,72,53,25,21,76,58,81,91,51
3205,49,66,9,83,65,86,73,53,39,52
3206,55,7,66,72,34,92,16,48,53,38
3207,92,5,1,54,93,55,16,83,72,33
3208,72,23,79,25,55,64,73,86,51,63
3209,92,91,69,93,81,73,55,64,86,39
3210,12,55,46,86,64,75,97,92,51,67
3211,49,92,23,58,8,63,73,39,16,86
3212,55,7,75,76,72,58,18,1,39,65
3213,69,73,72,88,23,12,79,55,97,52
3214,54,86,72,23,64,5,55,73,53,13
3215,86,13,21,67,92,53,88,76,79,17
3216,93,92,91,19,34,68,73,53,81,58
3217,66,13,63,31,83,86,72,8,62,87
3218,45,39,12,55,90,66,1,21,51,83
3219,90,89,52,13,65,72,80,79,64,33
3220,34,80,66,79,49,90,89,52,62,17
3221,3,92,63,17,54,72,65,61,79,88
3222,86,66,49,55,13,100,67,53,51,20
3223,41,39,25,90,16,58,52,89,76,54
3224,92,81,13,54,91,79,7,72,65,76
3225,79,83,63,55,11,1,39,21,86,65
3226,86,66,1,65,49,90,11,21,89,20
3227,19,64,55,58,21,1,53,39,86,92
3228,1,90,53,92,13,66,23,72,55,86
3229,76,53,79,63,75,31,21,55,64,41
3230,76,88,80,21,63,64,8,55,86,67
3231,48,21,86,54,52,49,1,79,55,64
3232,49,25,72,79,55,67,51,88,39,5
3233,67,64,55,16,17,11,73,79,66,51
3234,51,92,58,49,67,83,72,46,86,21
3235,66,89,17,64,55,97,69,79,49,72
3236,73,63,58,7,55,21,8,23,16,64
3237,79,72,38,54,25,58,88,53,55,49
3238,75,68,69,29,93,9,51,55,79,14
3239,92,16,67,13,55,20,39,54,73,58
3240,55,64,73,83,93,66,67,49,86,53
3241,5,8,13,91,63,53,16,58,73,17
3242,72,86,51,25,23,65,92,80,20,63
3243,40,1,26,86,53,23,91,73,3,62
3244,86,39,48,54,83,33,64,72,80,93
3245,13,16,63,79,72,73,66,5,51,55
3246,49,88,27,72,53,25,65,69,86,11
3247,90,21,89,53,76,64,17,13,54,31
3248,20,53,69,63,79,17,55,54,90,51
3249,39,83,15,31,63,58,13,80,3,54
3250,16,72,49,65,86,90,20,54,89,13
3251,92,37,55,67,64,39,86,72,53,83
3252,87,54,53,76,7,13,12,92,55,86
3253,48,9,66,51,83,81,21,53,90,52
3254,41,55,13,25,86,72,23,66,21,83
3255,83,54,13,73,92,90,21,12,53,38
3256,81,93,92,54,91,73,63,65,79,25
3257,25,79,54,65,76,58,80,88,8,39
3258,13,9,66,54,83,64,52,63,53,39
3259,18,13,62,91,3,54,22,90,51,31
3260,91,27,38,81,72,9,80,75,65,83
3261,92,46,8,64,53,52,16,9,55,39
3262,21,92,5,49,63,16,72,46,55,58
3263,72,46,29,52,89,7,79,76,51,73
3264,92,72,13,53,7,51,79,66,73,1
3265,69,17,50,55,23,75,54,63,83,86
3266,5,73,38,86,55,16,79,1,39,50
3267,75,88,73,21,53,58,67,49,5,38
3268,67,13,86,92,72,73,63,83,90,39
3269,80,86,92,67,74,51,69,83,49,63
3270,39,64,68,74,89,79,86,54,55,23
3271,54,88,58,17,63,69,20,91,81,93
3272,75,54,78,53,86,88,25,13,21,47
3273,92,79,25,89,63,64,54,65,10,86
3274,50,72,31,76,88,73,8,55,79,64
3275,73,55,92,1,3,51,90,72,86,80
3276,52,54,13,79,53,83,39,63,3,72
3277,44,13,65,21,83,92,42,63,39,86
3278,23,58,63,83,55,57,72,20,65,52
3279,16,53,69,44,86,88,51,54,66,72
3280,14,90,72,92,65,5,53,26,83,100
3281,58,64,55,10,69,83,63,23,51,5
3282,20,53,69,63,79,51,92,72,64,54
3283,40,89,65,49,3,52,64,80,54,88
3284,66,64,54,1,65,79,72,53,97,52
3285,54,55,65,79,25,88,13,92,53,73
3286,73,8,90,21,53,39,1,20,55,64
3287,83,13,34,72,63,44,8,53,21,66
3288,90,53,13,86,48,45,64,89,55,60
3289,25,51,13,86,72,73,39,90,52,79
3290,97,73,53,64,79,51,50,7,63,49
3291,53,46,71,54,64,20,23,38,48,6
3292,79,73,62,52,88,92,14,63,100,7
3293,21,92,63,93,16,13,86,67,88,65
3294,49,67,55,86,75,51,23,1,79,26
3295,23,63,88,89,5,67,64,55,46,79
3296,11,16,79,97,92,72,64,7,76,55
3297,53,92,97,67,86,65,36,49,52,88
3298,64,89,10,55,13,86,54,53,88,75
3299,86,1,53,52,65,83,58,49,63,23
3300,83,5,9,80,54,52,76,63,3,65
3301,39,66,81,91,62,83,63,29,23,20
3302,52,11,65,88,20,51,90,73,86,53
3303,13,92,23,91,54,87,89,53,72,76
3304,33,83,54,49,47,46,90,73,88,53
3305,51,90,89,86,72,33,91,10,62,83
3306,63,76,65,31,92,13,64,80,54,52
3307,63,5,53,49,92,73,62,60,86,90
3308,16,13,55,25,11,72,52,64,53,89
3309,17,34,53,92,91,86,72,14,55,7
3310,71,54,7,63,5,11,20,38,100,53
3311,58,55,67,21,64,73,86,54,53,16
3312,58,16,76,13,21,98,86,66,73,72
3313,21,18,79,49,63,86,64,1,54,55
3314,7,90,48,73,55,51,86,53,49,63
3315,25,89,92,76,65,81,91,68,62,63
3316,65,86,90,81,63,3,1,53,13,75
3317,3,54,53,39,86,49,91,33,51,63
3318,64,63,55,76,20,86,80,13,92,72
3319,13,31,54,86,63,97,12,55,79,90
3320,13,67,69,88,92,76,25,79,72,55
3321,65,54,9,79,91,86,72,80,13,52
3322,38,64,89,86,80,39,53,88,92,41
3323,38,65,3,66,44,51,88,54,87,53
3324,73,39,65,86,75,93,72,78,88,79
3325,13,72,54,21,52,63,87,55,7,89
3326,51,73,72,90,3,16,79,21,80,8
3327,58,16,76,79,53,38,1,97,86,52
3328,38,86,16,73,80,7,5,63,76,55
3329,55,21,73,52,3,66,86,1,53,49
3330,34,38,80,79,25,13,3,31,55,63
3331,52,16,21,80,65,49,63,54,79,64
3332,13,83,33,54,72,65,73,20,80,58
3333,55,73,3,52,62,101,84,1,93,21
3334,79,52,18,1,55,69,49,72,64,89
3335,13,64,73,91,55,86,72,53,65,52
3336,38,10,54,25,86,21,34,13,92,72
3337,83,53,13,92,19,62,73,97,79,64
3338,78,75,51,54,91,65,87,52,55,89
3339,30,63,55,20,13,49,88,72,87,65
3340,66,13,81,51,91,73,8,65,79,90
3341,39,83,33,61,10,13,7,72,87,63
3342,93,63,31,81,91,83,72,39,20,23
3343,97,84,21,52,80,27,72,29,53,37
3344,83,76,80,26,47,23,55,51,72,31
3345,66,72,91,38,39,65,25,89,50,53
3346,39,90,86,73,65,87,12,53,88,63
3347,39,54,90,91,62,1,38,53,79,64
3348,86,93,73,54,66,64,87,72,55,63
3349,13,64,51,73,3,97,63,88,55,90
3350,76,51,73,16,92,12,49,90,63,79
3351,39,86,92,54,48,73,64,15,89,55
3352,63,49,86,69,83,88,55,93,1,92
3353,73,39,8,5,83,97,52,79,18,53
3354,91,83,15,98,13,76,66,92,51,73
3355,97,1,3,55,25,21,52,16,51,73
3356,23,79,25,72,63,65,1,21,52,26
3357,49,72,21,92,16,51,79,73,64,53
3358,66,72,13,91,55,75,7,83,64,23
3359,73,51,31,86,64,88,54,17,79,53
3360,23,92,73,91,51,65,76,53,63,84
3361,39,86,66,80,55,77,74,25,53,92
3362,62,86,88,23,73,91,25,53,55,49
3363,65,63,7,9,31,90,20,54,89,13
3364,73,51,76,75,3,54,5,49,83,12
3365,53,32,91,66,97,51,86,33,73,67
3366,89,76,45,3,65,67,55,92,23,90
3367,25,65,13,54,86,63,76,55,88,83
3368,51,92,67,16,55,90,86,73,53,23
3369,83,63,72,1,86,33,65,52,55,81
3370,5,93,56,3,65,20,90,54,89,63
3371,46,66,48,79,65,88,53,13,92,73
3372,25,80,13,79,1,76,58,72,21,53
3373,97,73,21,88,86,91,90,13,89,54
3374,55,86,76,8,63,53,73,64,97,79
3375,61,64,79,73,23,91,53,86,76,81
3376,21,54,16,49,92,53,3,37,72,88
3377,80,16,90,54,13,49,79,55,52,10
3378,69,92,46,73,86,63,39,72,88,79
3379,51,69,79,17,54,73,48,13,3,55
3380,16,76,21,63,92,39,101,72,79,23
3381,54,86,83,39,51,72,20,38,63,88
3382,86,66,10,55,13,50,34,89,31,63
3383,79,54,97,86,53,21,16,66,63,73
3384,16,49,69,92,72,21,25,54,53,89
3385,72,90,46,20,63,73,34,86,64,21
3386,101,65,69,58,49,64,92,54,89,23
3387,66,72,39,91,21,51,86,88,49,10
3388,91,87,81,38,72,79,63,13,1,55
3389,90,65,38,79,54,13,92,72,16,80
3390,83,39,1,31,63,72,86,55,79,13
3391,54,40,73,21,65,88,80,38,79,1
3392,11,5,13,55,86,83,21,46,72,63
3393,50,66,89,57,63,88,3,23,72,55
3394,21,72,63,88,65,1,31,66,51,93
3395,97,92,8,86,80,48,34,55,3,66
3396,53,23,1,3,55,50,49,72,92,89
3397,34,26,61,31,38,88,65,73,79,89
3398,18,17,90,91,3,97,92,9,64,80
3399,88,92,1,13,55,79,83,49,11,63
3400,16,58,55,63,49,97,88,92,73,62
3401,60,66,16,80,55,5,25,53,17,54
3402,46,25,63,54,7,72,92,17,86,61
3403,49,11,54,90,7,86,1,85,39,53
3404,16,21,53,73,92,97,72,63,79,25
3405,39,20,91,53,44,72,49,52,73,5
3406,5,8,76,73,88,21,16,80,1,49
3407,64,93,89,92,55,8,66,76,86,34
3408,67,73,51,92,64,9,72,91,89,53
3409,86,92,67,23,63,88,76,8,80,79
3410,8,1,37,86,92,90,64,12,74,53
3411,9,20,91,53,16,63,72,89,7,92
3412,21,86,48,92,73,62,79,97,88,1
3413,58,73,55,39,64,89,90,52,13,11
3414,83,39,55,25,10,86,92,11,73,36
3415,80,92,8,86,46,31,73,21,39,83
3416,13,11,65,25,53,64,92,89,80,76
3417,90,79,54,23,55,1,63,3,53,88
3418,80,39,3,53,16,86,92,67,55,49
3419,1,16,66,65,86,51,92,89,64,55
3420,86,91,19,47,62,3,63,89,83,11
3421,97,90,99,83,80,47,40,66,55,16
3422,79,7,49,72,51,90,86,54,89,65
3423,89,13,66,47,83,76,58,69,86,65
3424,86,49,53,66,44,1,73,55,92,64
3425,41,13,64,88,55,53,39,79,51,54
3426,7,46,62,92,72,73,8,80,86,64
3427,48,55,31,3,63,86,78,83,54,72
3428,64,89,38,66,72,1,22,86,92,54
3429,65,89,80,72,64,51,92,49,48,86
3430,55,21,25,40,1,88,80,72,89,52
3431,64,63,83,67,97,53,76,66,34,86
3432,21,80,73,79,88,63,86,13,84,76
3433,72,79,92,16,46,83,10,51,54,86
3434,92,80,63,21,16,83,54,76,86,55
3435,49,87,53,92,89,21,5,48,73,7
3436,13,64,49,23,79,72,20,73,88,21
3437,66,54,17,25,73,92,72,21,13,86
3438,86,8,76,88,11,5,83,21,73,15
3439,65,39,79,73,25,63,85,37,89,13
3440,51,7,21,92,48,79,39,55,49,64
3441,91,81,13,80,88,5,83,53,73,89
3442,92,64,65,1,16,86,66,49,89,53
3443,3,53,47,65,89,52,64,80,54,88
3444,16,64,65,12,46,40,87,54,89,13
3445,86,50,72,89,51,73,34,62,79,64
3446,1,14,65,83,90,33,87,54,89,62
3447,40,58,72,47,53,80,76,69,83,66
3448,66,92,55,1,13,72,64,53,39,79
3449,64,51,83,80,47,33,86,72,53,39
3450,91,9,39,92,14,33,38,40,52,80
3451,91,90,38,54,55,76,86,88,80,63
3452,17,66,27,54,55,92,1,86,97,34
3453,48,49,64,55,31,5,87,53,89,76
3454,63,55,90,85,64,8,79,76,34,25
3455,30,83,53,89,15,49,64,8,76,5
3456,13,5,16,55,54,97,79,58,88,1
3457,72,21,92,3,46,12,39,64,97,86
3458,38,92,89,63,72,39,16,79,55,1
3459,51,87,1,88,39,49,92,21,16,73
3460,55,52,88,21,72,53,86,66,49,63
3461,39,83,31,61,10,87,76,53,63,26
3462,7,73,55,26,39,49,66,79,53,48
3463,49,58,72,91,62,45,80,1,90,65
3464,85,76,65,3,63,54,90,12,86,51
3465,79,72,73,51,83,39,64,5,80,54
3466,46,16,3,80,55,90,1,13,54,88
3467,90,13,91,62,81,49,83,33,21,63
3468,33,92,86,49,54,55,64,23,89,72
3469,65,87,52,89,63,90,51,53,88,73
3470,53,92,26,97,67,51,69,5,49,63
3471,63,16,64,65,67,53,92,49,54,26
3472,7,90,10,55,13,3,64,1,33,89
3473,52,79,39,54,65,33,86,10,62,72
3474,52,73,53,65,40,13,92,72,86,80
3475,49,63,5,21,83,89,86,73,53,13
3476,65,92,1,25,53,87,44,55,26,13
3477,92,52,48,80,65,15,73,50,55,79
3478,13,63,5,80,83,66,86,73,54,17
3479,3,86,53,72,65,49,63,92,55,16
3480,15,63,89,65,68,3,52,80,54,21
3481,92,86,55,10,49,23,72,5,80,64
3482,80,76,5,34,83,33,86,72,53,49
3483,88,1,92,46,63,97,13,86,79,67
3484,88,98,72,64,65,74,90,81,63,40
3485,83,91,17,63,98,39,97,21,81,27
3486,48,52,100,53,28,92,21,64,39,73
3487,88,55,41,15,64,21,54,79,39,76
3488,51,81,86,91,39,97,64,41,37,88
3489,86,13,88,21,54,100,91,38,32,63
3490,72,63,26,67,79,53,18,88,92,76
3491,5,63,92,49,80,88,72,21,23,79
3492,13,92,86,54,60,65,79,90,67,53
3493,79,22,90,12,53,76,64,28,86,13
3494,89,92,25,17,54,97,13,79,1,31
3495,85,79,63,34,76,65,33,86,18,51
3496,53,88,92,93,63,65,86,66,13,1
3497,33,92,89,39,15,54,58,97,73,79
3498,12,101,65,7,90,92,86,63,54,13
3499,58,64,65,10,89,1,74,55,79,66
3500,91,81,51,39,25,65,79,31,80,23
3501,71,63,61,91,90,86,54,92,51,93
3502,65,87,52,53,89,64,63,80,88,13
3503,79,27,53,66,6,67,39,55,86,88
3504,82,43,98,90,66,86,52,83,80,12
3505,16,55,8,80,79,66,76,53,73,5
3506,93,16,49,92,73,50,79,1,46,21
